rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1905,1500,Technology,Xiong Wu,47,China,Shenzhen,Software,Technology,China,,TRUE,E,M,1/1/1976 0:00,Xiong,Wu,,4/4/2023 5:01,,,1976,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,MediaEntertainment,Xu Zhenhua,,China,Shanghai,Online games,MediaEntertainment,China,,TRUE,E,M,,Xu,Zhenhua,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Technology,Xu Zhihan,50,China,Wuxi,Electronics,Technology,China,,TRUE,D,M,11/30/1972 0:00,Xu,Zhihan,,4/4/2023 5:01,,,1972,11,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,FoodBeverage,Tingdong Yang,62,China,Suqian,Brewery,FoodBeverage,China,,TRUE,D,M,5/20/1960 0:00,Yang,Tingdong,,4/4/2023 5:01,,,1960,5,20,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Service,Michael Minhong Yu,61,China,Beijing,Education,Service,China,,TRUE,R,M,1/1/1962 0:00,Yu,Michael Minhong,,4/4/2023 5:01,,,1962,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,MediaEntertainment,Justin Yuan,,China,Shanghai,Online games,MediaEntertainment,China,,TRUE,E,M,,Yuan,Justin,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Service,Zhang Bangxin,43,China,Beijing,Education,Service,China,,TRUE,R,M,1/1/1980 0:00,Zhang,Bangxin,,4/4/2023 5:01,,,1980,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Energy,Zhang Hong,,China,Hangzhou,Solar,Energy,China,,TRUE,Split Family Fortune,F,,Zhang,Hong,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,FashionRetail,Zhou Zongwenfamily,66,China,Shenzhen,Jewelry,FashionRetail,China,,TRUE,D,M,3/1/1957 0:00,Zhou,Zongwen,,4/4/2023 5:01,,,1957,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Diversified,Antti Aarnio-Wihuri,83,Finland,Helsinki,Diversified,Diversified,Finland,,FALSE,D,M,2/24/1940 0:00,Aarnio-Wihuri,Antti,,4/4/2023 5:01,,,1940,2,24,112.33,1,"$268,761,201,365 ",88.2,100.2,81.7,20.8,36.6,5520314,61.92411,25.748151
2020,1400,FinanceInvestments,Alberto Alcocer,80,Spain,Madrid,Investments,FinanceInvestments,Spain,,TRUE,U,M,12/7/1942 0:00,Alcocer,Alberto,,4/4/2023 5:01,,,1942,12,7,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
2020,1400,FashionRetail,Nigel Austin,52,Australia,Melbourne,Retail,FashionRetail,Australia,,TRUE,D,M,9/25/1970 0:00,Austin,Nigel,,4/4/2023 5:01,,,1970,9,25,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
2020,1400,Technology,Binny Bansal,40,Singapore,Singapore,Flipkart,Technology,India,,TRUE,U,M,12/3/1982 0:00,Bansal,Binny,,4/4/2023 5:01,,,1982,12,3,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2020,1400,Healthcare,Girdhari Lal Bawri,75,India,Mumbai,Pharmaceuticals,Healthcare,India,,TRUE,D,M,8/3/1947 0:00,Bawri,Girdhari Lal,,4/4/2023 5:01,,,1947,8,3,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2020,1400,Diversified,John Bloor,79,United Kingdom,Aberdyfi,"Real estate, manufacturing",Diversified,United Kingdom,,TRUE,D,M,6/16/1943 0:00,Bloor,John,,4/4/2023 5:01,,,1943,6,16,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2020,1400,Energy,Vladimir Bogdanov,71,Russia,Surgut,Oil,Energy,Russia,,TRUE,R,M,5/28/1951 0:00,Bogdanov,Vladimir,,4/4/2023 5:01,,,1951,5,28,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2020,1400,FoodBeverage,Amit Burman,53,India,Delhi,Consumer goods,FoodBeverage,India,,FALSE,D,M,7/1/1969 0:00,Burman,Amit,,4/4/2023 5:01,,,1969,7,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2020,1400,MetalsMining,Cai Jianyong,52,China,Ningbo,Nickel,MetalsMining,China,,TRUE,N,M,1/1/1971 0:00,Cai ,Jianyong,,4/4/2023 5:01,,,1971,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Technology,Steve Case,64,United States,McLean,AOL,Technology,United States,,TRUE,D,M,8/21/1958 0:00,Case,Steve,,4/4/2023 5:01,Virginia,South,1958,8,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2020,1400,Technology,Chen Wenyuanfamily,55,China,Suzhou,Testing equipment,Technology,China,,TRUE,E,M,1/1/1968 0:00,Chen,Wenyuan,,4/4/2023 5:01,,,1968,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Real Estate,Chua Thian Poh,74,Singapore,Singapore,Real estate,Real Estate,Singapore,,TRUE,U,M,7/11/1948 0:00,Chua,Thian Poh,,4/4/2023 5:01,,,1948,7,11,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2020,1400,FinanceInvestments,Sasson Dayanfamily,83,Brazil,Sao Paulo,Banking,FinanceInvestments,Brazil,,TRUE,U,M,4/1/1940 0:00,Dayan,Sasson,,4/4/2023 5:01,,,1940,4,1,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
2020,1400,MetalsMining,Chris Ellison,65,Australia,Perth,Mining,MetalsMining,Australia,,TRUE,N,M,6/26/1957 0:00,Ellison,Chris,,4/4/2023 5:01,,,1957,6,26,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
2020,1400,Manufacturing,John Farber,97,United States,New York,Chemicals,Manufacturing,United States,,TRUE,D,M,8/23/1925 0:00,Farber,John,Dr.,4/4/2023 5:01,New York,Northeast,1925,8,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2020,1400,FinanceInvestments,J. Christopher Flowers,65,United States,Palm Beach,Investments,FinanceInvestments,United States,J.C. FlowersCo. LLC,TRUE,U,M,10/27/1957 0:00,Flowers,J. Christopher,FounderManaging Director,4/4/2023 5:01,Florida,South,1957,10,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2020,1400,FashionRetail,Reinold Geiger,75,Switzerland,Geneva,Beauty products,FashionRetail,Austria,,TRUE,D,M,7/10/1947 0:00,Geiger,Reinold,,4/4/2023 5:01,,,1947,7,10,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
2020,1400,Technology,Ali Ghodsi,44,United States,San Francisco,Data analytics,Technology,Sweden,,TRUE,D,M,12/8/1978 0:00,Ghodsi,Ali,,4/4/2023 5:01,California,West,1978,12,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2020,1400,Diversified,Lance Gokongwei,55,Philippines,Manila,Diversified,Diversified,Philippines,,FALSE,D,M,12/1/1967 0:00,Gokongwei,Lance,,4/4/2023 5:01,,,1967,12,1,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017
2020,1400,FoodBeverage,Guan Yihong,53,China,Guangzhou,Restaurant,FoodBeverage,China,,TRUE,U,M,,Guan,Yihong,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Manufacturing,Rajinder Gupta,64,India,Ludhiana,"Textiles, paper",Manufacturing,India,,TRUE,D,M,1/2/1959 0:00,Gupta,Rajinder,,4/4/2023 5:01,,,1959,1,2,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2020,1400,Service,Torstein Hagen,80,Switzerland,Lucerne,Cruises,Service,Norway,,TRUE,D,M,2/18/1943 0:00,Hagen,Torstein,,4/4/2023 5:01,,,1943,2,18,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
2020,1400,ConstructionEngineering,Ayman Hariri,44,France,Paris,"Construction, investments",ConstructionEngineering,Lebanon,,FALSE,E,M,5/16/1978 0:00,Hariri,Ayman,,4/4/2023 5:01,,,1978,5,16,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
2020,1400,FinanceInvestments,Alfredo Harp Helufamily,79,Mexico,Mexico City,"Banking, investments",FinanceInvestments,Mexico,,TRUE,U,M,3/11/1944 0:00,Harp Helu,Alfredo,,4/4/2023 5:01,,,1944,3,11,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784
2020,1400,Automotive,He Xiaopeng,45,China,Guangzhou,Electric vehicles,Automotive,China,,TRUE,D,M,11/3/1977 0:00,He,Xiaopeng,,4/4/2023 5:01,,,1977,11,3,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,FashionRetail,Christoph Henkel,65,United Kingdom,London,Consumer goods,FashionRetail,Germany,,FALSE,E,M,2/11/1958 0:00,Henkel,Christoph,,4/4/2023 5:01,,,1958,2,11,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2020,1400,FashionRetail,Daniel Hirschfeld,81,United States,Kearney,Fashion retail,FashionRetail,United States,,FALSE,E,M,5/31/1941 0:00,Hirschfeld,Daniel,,4/4/2023 5:01,Nebraska,Midwest,1941,5,31,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2020,1400,Technology,Drew Houston,40,United States,Austin,Cloud storage service,Technology,United States,Dropbox,TRUE,D,M,3/4/1983 0:00,Houston,Drew,CEO,4/4/2023 5:01,Texas,South,1983,3,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2020,1400,Manufacturing,Huang Jinxiangfamily,58,China,Xuancheng,Chemicals,Manufacturing,China,,TRUE,U,M,1/27/1965 0:00,Huang,Jinxiang,,4/4/2023 5:01,,,1965,1,27,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Manufacturing,Rameshchandra Jain,74,India,Mumbai,Textiles,Manufacturing,India,,TRUE,U,M,6/22/1948 0:00,Jain,Rameshchandra,,4/4/2023 5:01,,,1948,6,22,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2020,1400,Healthcare,Ke Zunhongfamily,68,China,Chengdu,Pharmaceuticals,Healthcare,China,,TRUE,D,M,7/1/1954 0:00,Ke,Zunhong,,4/4/2023 5:01,,,1954,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,MediaEntertainment,Kim Taek-jin,56,South Korea,Seoul,Online games,MediaEntertainment,South Korea,NCSOFT Corporation,TRUE,D,M,3/14/1967 0:00,Kim,Taek-jin,,4/4/2023 5:01,,,1967,3,14,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2020,1400,Real Estate,Koh Wee Meng,59,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,TRUE,U,M,7/1/1963 0:00,Koh,Wee Meng,,4/4/2023 5:01,,,1963,7,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2020,1400,Manufacturing,Sergei Kolesnikov,51,Russia,Moscow,Building materials,Manufacturing,Russia,,TRUE,U,M,2/25/1972 0:00,Kolesnikov,Sergei,,4/4/2023 5:01,,,1972,2,25,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2020,1400,FinanceInvestments,Hemendra Kothari,76,India,Mumbai,Financial services,FinanceInvestments,India,,FALSE,D,M,8/26/1946 0:00,Kothari,Hemendra,,4/4/2023 5:01,,,1946,8,26,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2020,1400,FinanceInvestments,Sebastian Kulczyk,42,Switzerland,,Diversified,FinanceInvestments,Poland,,FALSE,E,M,11/16/1980 0:00,Kulczyk,Sebastian,,4/4/2023 5:01,,,1980,11,16,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
2020,1400,Real Estate,Kwee Liong Keng,77,Singapore,Singapore,Real estate,Real Estate,Singapore,,FALSE,Split Family Fortune,M,1/1/1946 0:00,Kwee,Liong Keng,,4/4/2023 5:01,,,1946,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2020,1400,Real Estate,Kwee Liong Phing,65,Singapore,Singapore,Real estate,Real Estate,Singapore,,FALSE,Split Family Fortune,M,1/1/1958 0:00,Kwee,Liong Phing,,4/4/2023 5:01,,,1958,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2020,1400,Real Estate,Kwee Liong Seen,70,Singapore,Singapore,Real estate,Real Estate,Singapore,,FALSE,Split Family Fortune,M,1/1/1953 0:00,Kwee,Liong Seen,,4/4/2023 5:01,,,1953,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2020,1400,Real Estate,Kwee Liong Tek,76,Singapore,Singapore,Real estate,Real Estate,Singapore,,FALSE,Split Family Fortune,M,1/1/1947 0:00,Kwee,Liong Tek,,4/4/2023 5:01,,,1947,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2020,1400,Diversified,Kwek Leng Keow,71,Singapore,Singapore,Diversified,Diversified,Singapore,,FALSE,N,M,1/1/1952 0:00,Kwek,Leng Keow,,4/4/2023 5:01,,,1952,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2020,1400,Diversified,Kwek Leng Peck,67,Singapore,Singapore,Diversified,Diversified,Singapore,,FALSE,U,M,1/1/1956 0:00,Kwek,Leng Peck,,4/4/2023 5:01,,,1956,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2020,1400,Real Estate,Raymond Kwok,69,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,FALSE,U,M,4/10/1953 0:00,Kwok,Raymond,,4/4/2023 5:01,,,1953,4,10,,,,,,,,,,,
2020,1400,Diversified,Lee Ho-jin,60,South Korea,Seoul,Diversified,Diversified,South Korea,Taekwang Industrial,FALSE,U,M,12/8/1962 0:00,Lee,Ho-jin,,4/4/2023 5:01,,,1962,12,8,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2020,1400,FinanceInvestments,Michael Lee-Chin,72,Canada,Burlington,Mutual funds,FinanceInvestments,Canada,,TRUE,D,M,1/3/1951 0:00,Lee-Chin,Michael,,4/4/2023 5:01,,,1951,1,3,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
2020,1400,Service,Manfredi Lefebvre d'Ovidiofamily,69,Monaco,Monte Carlo,Cruises,Service,Italy,,FALSE,D,M,4/30/1953 0:00,Lefebvre d'Ovidio,Manfredi,,4/4/2023 5:01,,,1953,4,30,,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158
2020,1400,FashionRetail,Bernard Lewisfamily,97,United Kingdom,London,Fashion retailer,FashionRetail,United Kingdom,,TRUE,U,M,2/10/1926 0:00,Lewis,Bernard,,4/4/2023 5:01,,,1926,2,10,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2020,1400,MetalsMining,Li Jinyang,,China,Chifeng,Mining,MetalsMining,China,,FALSE,D,F,,Li,Jinyang,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Automotive,William Li,48,China,Beijing,Electric vehicles,Automotive,China,,TRUE,D,M,1/1/1975 0:00,Li,William,,4/4/2023 5:01,,,1975,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Manufacturing,Jenny Lindén Urnes,52,Sweden,Helsingborg,Powdered metal,Manufacturing,Sweden,,FALSE,E,F,3/29/1971 0:00,Lindén Urnes,Jenny,,4/4/2023 5:01,,,1971,3,29,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
2020,1400,Healthcare,Liu Fangyi,53,China,Shanghai,Medical equipment,Healthcare,China,,TRUE,D,M,,Liu,Fangyi,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Technology,K.C. Liu,69,Taiwan,Taipei,Manufacturing,Technology,Taiwan,,TRUE,D,M,3/20/1954 0:00,Liu,K.C.,,4/4/2023 5:01,,,1954,3,20,,,,,,,,,,,
2020,1400,Manufacturing,Liu Ming Chung,60,Hong Kong,Hong Kong,Paper,Manufacturing,Brazil,,TRUE,D,M,1/1/1963 0:00,Liu,Ming Chung,,4/4/2023 5:01,,,1963,1,1,,,,,,,,,,,
2020,1400,MetalsMining,Anatoly Lomakin,70,Russia,Moscow,Investments,MetalsMining,Russia,,TRUE,E,M,6/30/1952 0:00,Lomakin,Anatoly,,4/4/2023 5:01,,,1952,6,30,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2020,1400,FoodBeverage,Brandt Louie,79,Canada,Vancouver,Drugstores,FoodBeverage,Canada,,FALSE,D,M,7/5/1943 0:00,Louie,Brandt,,4/4/2023 5:01,,,1943,7,5,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
2020,1400,Diversified,Lucia Maggifamily,90,Brazil,Rondonopolis,Agribusiness,Diversified,Brazil,,TRUE,Split Family Fortune,F,7/20/1932 0:00,Maggi,Lucia,Philanthropist,4/4/2023 5:01,,,1932,7,20,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
2020,1400,MediaEntertainment,Gary Magness,69,United States,Denver,"Cable TV, investments",MediaEntertainment,United States,,FALSE,E,M,2/26/1954 0:00,Magness,Gary,,4/4/2023 5:01,Colorado,West,1954,2,26,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2020,1400,Technology,Mao Lixiangfamily,82,China,Ningbo,Cooking appliances,Technology,China,,TRUE,D,M,1/1/1941 0:00,Mao,Lixiang,,4/4/2023 5:01,,,1941,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Manufacturing,David McMurtry,82,United Kingdom,Wotton-under-Edge,Manufacturing,Manufacturing,United Kingdom,,TRUE,D,M,5/3/1940 0:00,McMurtry,David,,4/4/2023 5:01,,,1940,5,3,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2020,1400,Manufacturing,Deepak Mehta,66,India,Vadodara,Chemicals,Manufacturing,India,,FALSE,D,M,12/12/1956 0:00,Mehta,Deepak,,4/4/2023 5:01,,,1956,12,12,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2020,1400,Real Estate,Miao Shouliang,68,China,Shenzhen,Real estate,Real Estate,China,,TRUE,D,M,1/1/1955 0:00,Miao,Shouliang,,4/4/2023 5:01,,,1955,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Healthcare,Miao Yongjun,55,China,Zhengzhou,Clinical diagnostics,Healthcare,China,,TRUE,U,M,12/1/1967 0:00,Miao,Yongjun,,4/4/2023 5:01,,,1967,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Real Estate,Yoshiko Mori,82,Japan,Tokyo,Real estate,Real Estate,Japan,,FALSE,U,F,9/24/1940 0:00,Mori,Yoshiko,,4/4/2023 5:01,,,1940,9,24,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2020,1400,Technology,Marius Nacht,57,Israel,Tel Aviv,Software,Technology,Israel,,TRUE,E,M,1/1/1966 0:00,Nacht,Marius,,4/4/2023 5:01,,,1966,1,1,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
2020,1400,Healthcare,Tadako Nakatani,,Japan,Kobe,Medical diagnostic equipment,Healthcare,Japan,,FALSE,D,F,,Nakatani,Tadako,,4/4/2023 5:01,,,,,,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2020,1400,MetalsMining,Vadim Novinsky,59,Ukraine,Kiev,Steel,MetalsMining,Ukraine,,TRUE,U,M,6/3/1963 0:00,Novinsky,Vadim,,4/4/2023 5:01,,,1963,6,3,281.66,7.9,"$153,781,069,118 ",82.7,99,71.6,20.1,45.2,44385155,48.379433,31.16558
2020,1400,FinanceInvestments,Niti Osathanugrah,49,Thailand,Bangkok,"Energy drinks,investments",FinanceInvestments,Thailand,,FALSE,D,M,10/18/1973 0:00,Osathanugrah,Niti,,4/4/2023 5:01,,,1973,10,18,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
2020,1400,FinanceInvestments,Gretel Packer,57,Australia,Sydney,Investments,FinanceInvestments,Australia,,FALSE,D,F,4/1/1966 0:00,Packer,Gretel,,4/4/2023 5:01,,,1966,4,1,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
2020,1400,Manufacturing,Pan Longquan,58,China,Nanjing,Manufacturing,Manufacturing,China,,TRUE,N,M,1/1/1965 0:00,Pan,Longquan,,4/4/2023 5:01,,,1965,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Real Estate,Pan Shiyi,60,China,Beijing,Real estate,Real Estate,China,,TRUE,Split Family Fortune,M,1/1/1963 0:00,Pan,Shiyi,,4/4/2023 5:01,,,1963,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Healthcare,David Paul,56,United States,Audubon,Medical devices,Healthcare,United States,Globus Medical,TRUE,D,M,12/25/1966 0:00,Paul,David,FounderExecutive Chairman,4/4/2023 5:01,Pennsylvania,Northeast,1966,12,25,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2020,1400,FashionRetail,Tom Persson,38,Sweden,Stockholm,HandM,FashionRetail,Sweden,,FALSE,D,M,1/1/1985 0:00,Persson,Tom,,4/4/2023 5:01,,,1985,1,1,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
2020,1400,Automotive,Qian Jinghong,50,China,Wuxi,Electric scooters,Automotive,China,,TRUE,R,F,1/1/1973 0:00,Qian,Jinghong,,4/4/2023 5:01,,,1973,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Manufacturing,Qin Long,57,China,Qingdao,Tire,Manufacturing,China,,TRUE,D,M,7/1/1965 0:00,Qin,Long,,4/4/2023 5:01,,,1965,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,Healthcare,M.Satyanarayana Reddy,65,India,Hyderabad,Pharmaceuticals,Healthcare,India,,TRUE,D,M,4/18/1957 0:00,Reddy,M.Satyanarayana,,4/4/2023 5:01,,,1957,4,18,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2020,1400,Diversified,Mochtar Riadyfamily,93,Indonesia,Jakarta,Diversified,Diversified,Indonesia,,TRUE,D,M,5/12/1929 0:00,Riady,Mochtar,,4/4/2023 5:01,,,1929,5,12,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
2020,1400,FashionRetail,Rihanna,35,United States,Los Angeles,"Music, cosmetics",FashionRetail,Barbados,,TRUE,D,F,2/20/1988 0:00,Rihanna,,Musician,4/4/2023 5:01,California,West,1988,2,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2020,1400,ConstructionEngineering,Boris Rotenberg,66,Russia,Moscow,"Construction, pipes, chemicals",ConstructionEngineering,Russia,,TRUE,U,M,1/3/1957 0:00,Rotenberg,Boris,,4/4/2023 5:01,,,1957,1,3,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2020,1400,Real Estate,Subhash Runwal,79,India,Mumbai,Real estate,Real Estate,India,,TRUE,E,M,5/22/1943 0:00,Runwal,Subhash,,4/4/2023 5:01,,,1943,5,22,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
